index,taxi_zone,zone_name,attraction_place_id,attraction_name,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,category,description,Price,isFree,popular_times,time_spent,current_popularity
84,137,Kips Bay,ChIJm7euIQlZwokRGYFN9VH0whE,"Vincent F. Albano, Jr. Playground",40.7419562,-73.9784543,"523 2nd Avenue, New York",4.0,116.0,(212) 639-9675,https://www.nycgovparks.org/parks/vincent-f-albano-jr-playground/,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=1279853876971667737,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 07:00 - 18:00, 1: 07:00 - 18:00, 2: 07:00 - 18:00, 3: 07:00 - 18:00, 4: 07:00 - 18:00, 5: 07:00 - 18:00, 6: 07:00 - 18:00",natural,"Vincent F. Albano, Jr. Playground is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 55, 52, 39, 18, 13, 7, 10, 18, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 47, 47, 44, 63, 52, 34, 21, 34, 36, 55, 42, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 42, 31, 36, 52, 36, 36, 28, 15, 15, 13, 26, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 57, 28, 21, 15, 31, 15, 7, 0, 5, 18, 42, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 36, 57, 31, 42, 52, 100, 78, 63, 21, 13, 10, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 13, 23, 15, 7, 2, 5, 2, 5, 13, 26, 34, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 36, 34, 18, 7, 0, 0, 0, 0, 0, 7, 15, 0, 0, 0, 0, 0, 0]}]","[None, None]",
85,137,Kips Bay,ChIJg3mzWwlZwokRlegfYeZecEk,Bellevue South Park,40.7399022,-73.9781055,"Mt. Carmel Pl. &, East 27th Street, New York",3.9,227.0,(212) 639-9675,https://www.nycgovparks.org/parks/bellevue-south-park,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=5291833905725302933,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 07:00 - 18:00, 1: 07:00 - 18:00, 2: 07:00 - 18:00, 3: 07:00 - 18:00, 4: 07:00 - 18:00, 5: 07:00 - 18:00, 6: 07:00 - 18:00",natural,"Bellevue South Park is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 40, 54, 61, 60, 59, 60, 63, 76, 77, 66, 57, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 19, 32, 58, 74, 86, 84, 84, 73, 75, 55, 50, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 23, 35, 45, 58, 68, 80, 100, 92, 72, 53, 35, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 46, 52, 48, 58, 60, 74, 72, 64, 66, 64, 43, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 22, 33, 46, 49, 50, 56, 61, 54, 40, 30, 24, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 12, 14, 16, 21, 31, 43, 37, 31, 22, 29, 30, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 16, 24, 32, 39, 36, 32, 40, 49, 45, 42, 0, 0, 0, 0, 0, 0]}]","[60, 60]",100.0
86,137,Kips Bay,ChIJjeQXgAlZwokRXSiRRHs38Wk,Holographic Studios,40.7398858,-73.9801221,"240 East 26th Street, New York",4.9,71.0,(212) 686-9397,http://www.holographer.com/,"['Monday: 2:00\u2009–\u20096:00\u202fPM', 'Tuesday: 2:00\u2009–\u20096:00\u202fPM', 'Wednesday: 2:00\u2009–\u20096:00\u202fPM', 'Thursday: 2:00\u2009–\u20096:00\u202fPM', 'Friday: 2:00\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,"['art_gallery', 'museum', 'school', 'point_of_interest']",+1 212-686-9397,https://maps.google.com/?cid=7633943845940570205,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,arts,"Holographic Studios is an artistic haven, showcasing incredible works of art.",,True,[],"[None, None]",
87,141,Lenox Hill West,ChIJv0f1UwBZwokRy_JSEuIpIRg,Monumento Alice,40.7705669,-73.9584414,"East 74th Street, New York",,,,,,,['point_of_interest'],,https://maps.google.com/?cid=1738716982088495819,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,Monumento Alice is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
88,142,Lincoln Square East,ChIJN6W-X_VYwokRTqwcBnTw1Uk,Lincoln Center for the Performing Arts,40.7724641,-73.9834889,"Lincoln Center Plaza, New York",4.8,19361.0,(212) 875-5456,https://www.lincolncenter.org/,,4.0,['point_of_interest'],+1 212-875-5456,https://maps.google.com/?cid=5320422915917524046,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,Lincoln Center for the Performing Arts is an interesting place worth visiting for its unique offerings.,40.0,False,[],"[None, None]",
89,142,Lincoln Square East,ChIJ00cttvVYwokRmOTj5e2Ulnw,West Side YMCA,40.7708731,-73.9805895,"5 West 63rd Street, New York",3.5,1660.0,(212) 912-2600,https://ymcanyc.org/locations/west-side-ymca,"['Monday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",,"['gym', 'lodging', 'health', 'point_of_interest']",+1 212-912-2600,https://maps.google.com/?cid=8977526656694740120,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 06:00 - 21:00, 1: 06:00 - 21:00, 2: 06:00 - 21:00, 3: 06:00 - 21:00, 4: 06:00 - 21:00, 5: 08:00 - 17:00, 6: 08:00 - 17:00",other,West Side YMCA is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
90,142,Lincoln Square East,ChIJEeD6FPVYwokRgs0ZbWMrrzk,American Folk Art Museum,40.7732389,-73.9814889,"2 Lincoln Square, New York",4.4,708.0,(212) 595-9533,http://www.folkartmuseum.org/,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20096:00\u202fPM']",,"['museum', 'point_of_interest']",+1 212-595-9533,https://maps.google.com/?cid=4156588687118421378,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"2: 11:30 - 18:00, 3: 11:30 - 18:00, 4: 11:30 - 18:00, 5: 11:30 - 18:00, 6: 11:30 - 18:00",cultural,American Folk Art Museum offers a deep dive into cultural heritage and history.,,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 49, 62, 57, 52, 42, 31, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 66, 65, 52, 43, 44, 43, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 75, 88, 84, 78, 54, 27, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 65, 89, 100, 94, 74, 56, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[90, 90]",90.0
91,152,Manhattanville,ChIJ0zHAy2_2wokROHSUG_3UnEw,St. Nicholas Park,40.8174689,-73.94874759999999,"St Nicholas Ave &, Saint Nicholas Terrace, New York",4.4,2369.0,(212) 639-9675,https://www.nycgovparks.org/parks/st-nicholas-park,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=5520521426803913784,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 22:00, 1: 06:00 - 22:00, 2: 06:00 - 22:00, 3: 06:00 - 22:00, 4: 06:00 - 22:00, 5: 06:00 - 22:00, 6: 06:00 - 22:00",natural,"St. Nicholas Park is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 14, 24, 34, 40, 48, 56, 64, 74, 81, 88, 89, 88, 82, 76, 60, 46, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 24, 32, 38, 42, 49, 55, 60, 65, 73, 81, 85, 79, 69, 56, 44, 32, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 10, 20, 27, 41, 56, 69, 70, 70, 71, 74, 75, 72, 62, 53, 41, 30, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 10, 22, 36, 43, 52, 56, 61, 64, 68, 74, 73, 68, 55, 45, 36, 30, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 12, 23, 36, 45, 51, 57, 64, 74, 76, 80, 79, 79, 72, 65, 58, 49, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 20, 29, 41, 54, 65, 73, 81, 86, 87, 82, 80, 76, 72, 62, 62, 57, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 12, 18, 32, 49, 68, 77, 83, 86, 91, 99, 100, 94, 87, 76, 59, 46, 0, 0]}]","[90, 90]",61.0
92,152,Manhattanville,ChIJf1FqS2r2wokRfqy8sfsQmd0,Antioch Baptist Church,40.81417,-73.95652199999999,"515 West 125th Street, New York",4.5,188.0,(212) 222-2324,http://www.antiochbcharlem.org/,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 8:30\u202fAM\u2009–\u20093:00\u202fPM']",,"['church', 'place_of_worship', 'point_of_interest']",+1 212-222-2324,https://maps.google.com/?cid=15967812627023572094,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,6: 08:30 - 15:00,religious,"Antioch Baptist Church is a significant religious site, offering a peaceful and spiritual experience.",,True,[],"[None, None]",
93,152,Manhattanville,ChIJl0UTxm72wokRZKHoSa53Ne0,Annunciation Church,40.8162935,-73.9530029,"88 Convent Avenue, New York",4.8,186.0,(212) 234-1919,http://www.theannunciation.net/,,,"['church', 'place_of_worship', 'point_of_interest']",+1 212-234-1919,https://maps.google.com/?cid=17092699551202582884,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",religious,"Annunciation Church is a significant religious site, offering a peaceful and spiritual experience.",,True,[],"[None, None]",
94,143,Lincoln Square West,ChIJzdAsbGdYwokRAoH-cabdC28,Linda's Lawn,40.7769469,-73.99090489999999,"Hudson River Greenway &, West 66th Street, New York",4.7,73.0,,https://riversideparknyc.org/places/lindas-lawn/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",,https://maps.google.com/?cid=8001732869900632322,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00",natural,"Linda's Lawn is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [16, 0, 0, 0, 0, 0, 0, 8, 25, 50, 37, 16, 4, 4, 25, 58, 87, 45, 29, 29, 58, 58, 33, 20]}, {'name': 'Tuesday', 'data': [25, 0, 0, 0, 0, 0, 20, 29, 29, 45, 33, 25, 16, 33, 20, 16, 16, 8, 12, 16, 29, 20, 37, 25]}, {'name': 'Wednesday', 'data': [29, 0, 0, 0, 0, 0, 8, 25, 25, 41, 37, 33, 50, 100, 95, 45, 12, 0, 4, 0, 4, 8, 16, 8]}, {'name': 'Thursday', 'data': [4, 0, 0, 0, 0, 0, 29, 29, 12, 16, 25, 16, 4, 0, 0, 16, 50, 100, 91, 79, 58, 50, 33, 16]}, {'name': 'Friday', 'data': [25, 0, 0, 0, 0, 0, 20, 33, 50, 79, 66, 41, 20, 4, 0, 0, 4, 8, 16, 8, 8, 8, 12, 16]}, {'name': 'Saturday', 'data': [33, 0, 0, 0, 0, 0, 33, 16, 12, 29, 29, 54, 25, 33, 41, 87, 41, 25, 12, 4, 0, 0, 4, 16]}, {'name': 'Sunday', 'data': [41, 0, 0, 0, 0, 0, 41, 20, 0, 4, 8, 4, 0, 0, 4, 12, 4, 4, 12, 29, 33, 20, 12, 20]}]","[None, None]",
95,143,Lincoln Square West,ChIJ74vsfIpYwokREPrYX77Ncaw,Sherman Square,40.7773324,-73.9823614,"Broadway &, West 70th Street, New York",4.2,35.0,(212) 639-9675,http://www.nycgovparks.org/parks/sherman-square,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=12425939064427444752,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59",natural,"Sherman Square is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 9, 36, 27, 36, 72, 100, 54, 36, 9, 9, 27, 36, 63, 81, 36, 18, 0, 9, 18, 18, 9]}, {'name': 'Tuesday', 'data': [9, 27, 54, 63, 0, 0, 9, 27, 72, 81, 63, 27, 27, 72, 63, 81, 72, 36, 36, 9, 9, 27, 72, 54]}, {'name': 'Wednesday', 'data': [18, 0, 0, 9, 0, 9, 27, 9, 9, 36, 45, 54, 27, 18, 18, 9, 0, 0, 0, 9, 0, 9, 18, 54]}, {'name': 'Thursday', 'data': [54, 72, 36, 18, 9, 18, 45, 18, 9, 0, 0, 0, 9, 18, 9, 9, 27, 63, 54, 27, 36, 63, 63, 36]}, {'name': 'Friday', 'data': [36, 9, 0, 0, 27, 36, 27, 63, 72, 100, 72, 45, 45, 45, 54, 18, 18, 0, 18, 36, 90, 63, 63, 45]}, {'name': 'Saturday', 'data': [54, 45, 27, 27, 9, 18, 9, 9, 9, 18, 9, 9, 9, 18, 18, 18, 27, 27, 18, 0, 0, 9, 27, 36]}, {'name': 'Sunday', 'data': [9, 0, 0, 0, 9, 27, 18, 27, 27, 45, 36, 18, 0, 0, 9, 27, 63, 27, 9, 0, 0, 0, 0, 0]}]","[None, None]",
96,143,Lincoln Square West,ChIJrQxJwGFYwokRqvdLLPyJrOU,Septuagesimo Uno,40.7786282,-73.9843342,"W. 71st Street and, West End Avenue, New York",4.4,51.0,(212) 639-9675,https://www.nycgovparks.org/parks/septuagesimo-uno/,,,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=16549754446847670186,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",natural,"Septuagesimo Uno is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [9, 0, 9, 18, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36, 27, 9, 9, 18, 9, 0, 0, 0, 0, 9]}, {'name': 'Tuesday', 'data': [27, 9, 0, 9, 18, 18, 36, 54, 18, 18, 18, 45, 54, 45, 27, 45, 45, 18, 9, 0, 9, 27, 18, 18]}, {'name': 'Wednesday', 'data': [45, 63, 90, 36, 27, 36, 18, 9, 0, 0, 9, 18, 36, 18, 27, 27, 63, 54, 63, 27, 9, 9, 27, 18]}, {'name': 'Thursday', 'data': [27, 45, 45, 36, 18, 9, 0, 9, 18, 9, 9, 18, 18, 9, 0, 0, 0, 0, 0, 27, 36, 81, 63, 27]}, {'name': 'Friday', 'data': [9, 18, 18, 9, 18, 18, 27, 36, 45, 36, 63, 54, 81, 36, 18, 9, 18, 54, 63, 100, 72, 54, 72, 45]}, {'name': 'Saturday', 'data': [45, 9, 0, 9, 36, 18, 18, 27, 18, 27, 63, 72, 54, 72, 54, 27, 0, 9, 9, 27, 9, 18, 45, 54]}, {'name': 'Sunday', 'data': [36, 45, 54, 54, 27, 36, 63, 63, 54, 18, 9, 0, 9, 45, 54, 63, 27, 9, 9, 9, 9, 18, 36, 18]}]","[None, None]",
97,144,Little Italy/NoLiTa,ChIJlaRS3IVZwokR2llMD6dCt-U,New Museum,40.7223376,-73.9928905,"235 Bowery, New York",4.1,2535.0,(212) 219-1222,https://www.newmuseum.org/,,3.0,"['museum', 'point_of_interest']",+1 212-219-1222,https://maps.google.com/?cid=16552772240707181018,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",cultural,New Museum offers a deep dive into cultural heritage and history.,30.0,False,[],"[None, None]",
98,144,Little Italy/NoLiTa,ChIJrd5vvolZwokRLR4z0Ui4KFs,Museum of Chinese in America,40.7193785,-73.99905059999999,"215 Centre Street, New York",4.4,898.0,(212) 619-4785,https://www.mocanyc.org/,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 2:00\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20094:00\u202fPM']",,"['museum', 'store', 'point_of_interest']",+1 212-619-4785,https://maps.google.com/?cid=6568702679406812717,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"2: 11:00 - 18:00, 4: 11:00 - 18:00, 5: 11:00 - 18:00, 6: 11:00 - 16:00",cultural,Museum of Chinese in America offers a deep dive into cultural heritage and history.,,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 53, 47, 44, 39, 31, 22, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 43, 42, 43, 49, 44, 30, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 39, 41, 44, 45, 42, 33, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 80, 90, 97, 100, 89, 58, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 49, 63, 60, 51, 0, 0, 0, 0, 0, 0, 0, 0]}]","[None, None]",17.0
99,144,Little Italy/NoLiTa,ChIJDRoxaY9ZwokR-cBKepLVl20,The Basilica of St. Patrick's Old Cathedral,40.72364719999999,-73.9954348,"263 Mulberry Street, New York",4.7,1380.0,(212) 226-8075,http://oldcathedral.org/,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:00\u202fPM']",,"['church', 'place_of_worship', 'point_of_interest']",+1 212-226-8075,https://maps.google.com/?cid=7897015296711115001,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 09:00 - 18:00, 1: 09:00 - 18:00, 2: 09:00 - 18:00, 3: 09:00 - 18:00, 4: 09:00 - 18:00, 5: 09:00 - 18:00, 6: 09:00 - 20:00",religious,"The Basilica of St. Patrick's Old Cathedral is a significant religious site, offering a peaceful and spiritual experience.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 54, 55, 48, 47, 50, 47, 34, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 30, 34, 38, 36, 32, 30, 25, 20, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 24, 26, 29, 29, 25, 25, 22, 20, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 51, 60, 62, 58, 54, 56, 50, 37, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 45, 64, 70, 69, 65, 59, 52, 37, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 52, 61, 67, 71, 80, 88, 87, 73, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 91, 100, 85, 75, 72, 77, 80, 79, 78, 69, 0, 0, 0, 0]}]","[None, None]",37.0
